Symbol,Security Name,Exchange
MPAA,"Motorcar Parts of America, Inc. - Common Stock",NASDAQ
MPB,Mid Penn Bancorp - Common Stock,NASDAQ
MPG,Leverage Shares 2X Long MP Daily ETF,NASDAQ
MPLT,"MapLight Therapeutics, Inc. - Common Stock",NASDAQ
MPWR,"Monolithic Power Systems, Inc. - Common Stock",NASDAQ
MQ,"Marqeta, Inc. - Class A Common Stock",NASDAQ
MQQQ,Tradr 2X Long Innovation 100 Monthly ETF,NASDAQ
MRAL,GraniteShares 2x Long MARA Daily ETF,NASDAQ
MRAM,"Everspin Technologies, Inc. - Common Stock",NASDAQ
MRBK,Meridian Corporation - Common Stock,NASDAQ
MRCC,Monroe Capital Corporation - Closed End Fund,NASDAQ
MRCY,Mercury Systems Inc - Common Stock,NASDAQ
MRDN,Meridian Holdings Inc. - Common Stock,NASDAQ
MREO,Mereo BioPharma Group plc - American Depositary Shares,NASDAQ
MRKR,"Marker Therapeutics, Inc. - Common Stock",NASDAQ
MRLN,"Merlin, Inc. - Common Stock",NASDAQ
MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share,NASDAQ
MRNA,"Moderna, Inc. - Common Stock",NASDAQ
MRNO,Murano Global Investments PLC - Ordinary Shares,NASDAQ
MRNOW,Murano Global Investments PLC - Warrants,NASDAQ
MRTN,"Marten Transport, Ltd. - Common Stock",NASDAQ
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",NASDAQ
MRVL,"Marvell Technology, Inc. - Common Stock",NASDAQ
MRVU,Direxion Daily MRVL Bull 2X ETF,NASDAQ
MRX,Marex Group plc - Ordinary Shares,NASDAQ
MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",NASDAQ
MSAIW,"MultiSensor AI Holdings, Inc. - Warrants",NASDAQ
MSBI,"Midland States Bancorp, Inc. - Common Stock",NASDAQ
MSBIP,"Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ
MSDD,GraniteShares 2x Short MSTR Daily ETF,NASDAQ
MSEX,Middlesex Water Company - Common Stock,NASDAQ
MSFD,Direxion Daily MSFT Bear 1X ETF,NASDAQ
MSFL,GraniteShares 2x Long MSFT Daily ETF,NASDAQ
MSFT,Microsoft Corporation - Common Stock,NASDAQ
MSFU,Direxion Daily MSFT Bull 2X ETF,NASDAQ
MSGM,Motorsport Games Inc. - Class A Common Stock,NASDAQ
MSGY,Masonglory Limited - Ordinary Shares,NASDAQ
MSLE,Satellos Bioscience Inc. - Common Stock,NASDAQ
MSS,Maison Solutions Inc. - Class A Common Stock,NASDAQ
MST,Defiance Leveraged Long + Income MSTR ETF,NASDAQ
MSTP,GraniteShares 2x Long MSTR Daily ETF,NASDAQ
MSTR,Strategy Inc - Class A Common Stock,NASDAQ
MSTX,Defiance Daily Target 2x Long MSTR ETF,NASDAQ
MSW,Ming Shing Group Holdings Limited - Ordinary Shares,NASDAQ
MTC,"MMTec, Inc. - Common Shares",NASDAQ
MTCH,"Match Group, Inc. - Common Stock",NASDAQ
MTEK,Maris-Tech Ltd. - ordinary shares,NASDAQ
MTEKW,Maris-Tech Ltd. - Warrants,NASDAQ
MTEN,Mingteng International Corporation Inc. - Class A Ordinary Shares,NASDAQ
MTEX,"Mannatech, Incorporated - Common Stock",NASDAQ
MTLS,Materialise NV - American Depositary Shares,NASDAQ
MTRX,Matrix Service Company - Common Stock,NASDAQ
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",NASDAQ
MTVA,MetaVia Inc.  - Common Stock,NASDAQ
MTYY,GraniteShares YieldBOOST MSTR ETF,NASDAQ
MU,"Micron Technology, Inc. - Common Stock",NASDAQ
MUD,Direxion Daily MU Bear 1X ETF,NASDAQ
MULL,GraniteShares 2x Long MU Daily ETF,NASDAQ
MULT,Franklin Multisector Income ETF,NASDAQ
MUU,Direxion Daily MU Bull 2X ETF,NASDAQ
MUZE,Muzero Acquisition Corp - Class A Ordinary Shares,NASDAQ
MUZEU,Muzero Acquisition Corp - Unit,NASDAQ
MUZEW,Muzero Acquisition Corp - Warrant,NASDAQ
MVBF,MVB Financial Corp. - Common Stock,NASDAQ
MVIS,"MicroVision, Inc. - Common Stock",NASDAQ
MVLL,GraniteShares 2x Long MRVL Daily ETF,NASDAQ
MVST,"Microvast Holdings, Inc. - Common Stock",NASDAQ
MVSTW,"Microvast Holdings, Inc. - Warrant",NASDAQ
MWH,"SOLV Energy, Inc. - Class A common stock",NASDAQ
MWYN,"Marwynn Holdings, Inc. - Common stock",NASDAQ
MXCT,"MaxCyte, Inc. - Common Stock",NASDAQ
MXL,"MaxLinear, Inc - Common Stock",NASDAQ
MYCF,State Street My2026 Corporate Bond ETF,NASDAQ
MYCG,State Street My2027 Corporate Bond ETF,NASDAQ
MYCH,State Street My2028 Corporate Bond ETF,NASDAQ
MYCI,State Street My2029 Corporate Bond ETF,NASDAQ
MYCJ,State Street My2030 Corporate Bond ETF,NASDAQ
MYCK,State Street My2031 Corporate Bond ETF,NASDAQ
MYCL,State Street My2032 Corporate Bond ETF,NASDAQ
MYCM,State Street My2033 Corporate Bond ETF,NASDAQ
MYCN,State Street My2034 Corporate Bond ETF,NASDAQ
MYCO,State Street My2035 Corporate Bond ETF,NASDAQ
MYFW,"First Western Financial, Inc. - Common Stock",NASDAQ
MYGN,"Myriad Genetics, Inc. - Common Stock",NASDAQ
MYHA,State Street My2027 High Yield Corporate Bond ETF,NASDAQ
MYHB,State Street My2028 High Yield Corporate Bond ETF,NASDAQ
MYHC,State Street My2029 High Yield Corporate Bond ETF,NASDAQ
MYHD,State Street My2030 High Yield Corporate Bond ETF,NASDAQ
MYHE,State Street My2031 High Yield Corporate Bond ETF,NASDAQ
MYMF,State Street My2026 Municipal Bond ETF,NASDAQ
MYMG,State Street My2027 Municipal Bond ETF,NASDAQ
MYMH,State Street My2028 Municipal Bond ETF,NASDAQ
MYMI,State Street My2029 Municipal Bond ETF,NASDAQ
MYMJ,State Street My2030 Municipal Bond ETF,NASDAQ
MYMK,State Street My2031 Municipal Bond ETF,NASDAQ
MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",NASDAQ
MYPSW,"PLAYSTUDIOS, Inc.  - Warrant",NASDAQ
MYRG,"MYR Group, Inc. - Common Stock",NASDAQ
MYSE,"Myseum, Inc. - Common Stock",NASDAQ
MYSEW,"Myseum, Inc. - Series A Warrant",NASDAQ
MYSZ,"My Size, Inc. - Common Stock",NASDAQ
MZTI,The Marzetti Company - Common Stock,NASDAQ
,Nano Labs Ltd - Class A Ordinary Shares,NASDAQ
NAAS,NaaS Technology Inc. - American Depositary Shares,NASDAQ
NAGE,"Niagen Bioscience, Inc. - Common Stock",NASDAQ
NAII,"Natural Alternatives International, Inc. - Common Stock",NASDAQ
NAKA,Nakamoto Inc. - Common Stock,NASDAQ
NAMI,Jinxin Technology Holding Company - American Depositary Shares,NASDAQ
NAMM,Namib Minerals - Ordinary Shares,NASDAQ
NAMMW,Namib Minerals - Warrants,NASDAQ
NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,NASDAQ
NAMSW,NewAmsterdam Pharma Company N.V. - Warrant,NASDAQ
NATH,"Nathan's Famous, Inc. - Common Stock",NASDAQ
NATO,Themes Transatlantic Defense ETF,NASDAQ
NATR,"Nature's Sunshine Products, Inc. - Common Stock",NASDAQ
NAUT,"Nautilus Biotechnology, Inc. - Common Stock",NASDAQ
NAVI,Navient Corporation - Common Stock,NASDAQ
NAVN,"Navan, Inc. - Class A Common Stock",NASDAQ
NB,NioCorp Developments Ltd. - Common Stock,NASDAQ
NBBK,"NB Bancorp, Inc. - Common Stock",NASDAQ
NBIG,Leverage Shares 2X Long NBIS Daily ETF,NASDAQ
NBIL,GraniteShares 2x Long NBIS Daily ETF,NASDAQ
NBIS,Nebius Group N.V. - Class A Ordinary Shares,NASDAQ
NBIX,"Neurocrine Biosciences, Inc. - Common Stock",NASDAQ
NBN,Northeast Bank - Common Stock,NASDAQ
NBP,NovaBridge Biosciences - American Depositary Shares,NASDAQ
NBRG,Newbridge Acquisition Limited - Class A Ordinary Share,NASDAQ
NBRGR,Newbridge Acquisition Limited - Rights,NASDAQ
NBRGU,Newbridge Acquisition Limited - Unit,NASDAQ
NBTB,NBT Bancorp Inc. - Common Stock,NASDAQ
NBTX,Nanobiotix S.A. - ADSs,NASDAQ
NCEL,NewcelX Ltd. - Ordinary Shares,NASDAQ
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,NASDAQ
NCI,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,NASDAQ
NCIQ,Hashdex Nasdaq CME Crypto Index ETF,NASDAQ
NCMI,"National CineMedia, Inc. - Common Stock",NASDAQ
NCNA,NuCana plc - American Depositary Shares,NASDAQ
NCNO,"nCino, Inc. - Common Stock",NASDAQ
NCPB,Nuveen Core Plus Bond ETF,NASDAQ
NCPL,Netcapital Inc. - Common Stock,NASDAQ
NCPLW,Netcapital Inc. - warrants,NASDAQ
NCRA,"Nocera, Inc. - common stock",NASDAQ
NCSM,"NCS Multistage Holdings, Inc. - Common Stock",NASDAQ
NCT,Intercont (Cayman) Limited - Class A Ordinary shares,NASDAQ
NCTY,The9 Limited - American Depository Shares,NASDAQ
NDAA,Ned Davis Research 360 Dynamic Allocation ETF,NASDAQ
NDAQ,"Nasdaq, Inc. - Common Stock",NASDAQ
NDLS,Noodles & Company - Class A Common Stock,NASDAQ
NDRA,ENDRA Life Sciences Inc. - Common Stock,NASDAQ
NDSN,Nordson Corporation - Common Stock,NASDAQ
NECB,"NorthEast Community Bancorp, Inc. - Common Stock",NASDAQ
NEGG,"Newegg Commerce, Inc. - Common Shares",NASDAQ
NEMG,Leverage Shares 2x Long NEM Daily ETF,NASDAQ
NEO,"NeoGenomics, Inc. - Common Stock",NASDAQ
NEOG,Neogen Corporation - Common Stock,NASDAQ
NEON,Neonode Inc. - Common Stock,NASDAQ
NEOV,NeoVolta Inc. - Common Stock,NASDAQ
NEOVW,NeoVolta Inc. - Warrant,NASDAQ
NEPH,"Nephros, Inc. - Common Stock",NASDAQ
NERV,"Minerva Neurosciences, Inc - Common Stock",NASDAQ
NESR,National Energy Services Reunited Corp - Ordinary Shares,NASDAQ
NETG,Leverage Shares 2X Long NET Daily ETF,NASDAQ
NEUP,Neuphoria Therapeutics Inc. - Common Stock,NASDAQ
NEWT,"NewtekOne, Inc. - Common Stock",NASDAQ
NEWTG,"NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2029",NASDAQ
NEWTH,"NewtekOne, Inc. - 8.625% Fixed Rate Senior Notes due 2029",NASDAQ
NEWTI,"NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028",NASDAQ
NEWTO,"NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2031",NASDAQ
NEWTP,"NewtekOne, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.500% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ
NEWZ,StockSnips AI-Powered Sentiment US All Cap ETF,NASDAQ
NEXM,NexMetals Mining Corp. - Common Stock,NASDAQ
NEXN,Nexxen International Ltd. - Ordinary Shares,NASDAQ
NEXR,Nexera Technologies Ltd - Ordinary Shares,NASDAQ
NEXRW,Nexera Technologies Ltd - Warrant,NASDAQ
NEXT,NextDecade Corporation - Common Stock,NASDAQ
NFBK,"Northfield Bancorp, Inc. - Common Stock",NASDAQ
NFE,New Fortress Energy Inc. - Class A Common Stock,NASDAQ
NFLX,"Netflix, Inc. - Common Stock",NASDAQ
NFRX,Harrison Street Infrastructure Active ETF,NASDAQ
NFTY,First Trust India Nifty 50 Equal Weight ETF,NASDAQ
NFXL,Direxion Daily NFLX Bull 2X ETF,NASDAQ
NFXS,Direxion Daily NFLX Bear 1X ETF,NASDAQ
NGEN,NervGen Pharma Corp. - Common stock,NASDAQ
NGNE,Neurogene Inc. - Common Stock,NASDAQ
NHIC,NewHold Investment Corp III - Class A Ordinary shares,NASDAQ
NHICU,NewHold Investment Corp III - Units,NASDAQ
NHICW,NewHold Investment Corp III - Warrants,NASDAQ
NHPAP,"National Healthcare Properties, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",NASDAQ
NHPBP,"National Healthcare Properties, Inc. - 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock",NASDAQ
NHTC,Natural Health Trends Corp. - Commn Stock,NASDAQ
NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,NASDAQ
NIKL,Sprott Nickel Miners ETF,NASDAQ
NIOBW,NioCorp Developments Ltd. - Warrant,NASDAQ
NIOG,Leverage Shares 2X Long NIO Daily ETF,NASDAQ
NIPG,NIP Group Inc. - American Depositary Shares,NASDAQ
NIU,Niu Technologies - American Depositary Shares,NASDAQ
NIVF,NewGenIvf Group Limited - Class A Ordinary Shares,NASDAQ
NIVFW,NewGenIvf Group Limited - Warrants,NASDAQ
NIXT,Research Affiliates Deletions ETF,NASDAQ
NIXX,"Nixxy, Inc. - Common Stock",NASDAQ
NIXXW,"Nixxy, Inc. - Warrant",NASDAQ
NKLR,Terra Innovatum Global N.V. - Ordinary shares,NASDAQ
NKSH,"National Bankshares, Inc. - Common Stock",NASDAQ
NKTR,Nektar Therapeutics - Common Stock,NASDAQ
NKTX,"Nkarta, Inc. - Common Stock",NASDAQ
NMFC,New Mountain Finance Corporation - Common Stock,NASDAQ
NMFCZ,New Mountain Finance Corporation - 8.250% Notes due 2028,NASDAQ
NMIH,NMI Holdings Inc - Common Stock,NASDAQ
NMP,NMP Acquisition Corp. - Class A Ordinary Shares,NASDAQ
NMPAR,NMP Acquisition Corp. - Right,NASDAQ
NMPAU,NMP Acquisition Corp. - Units,NASDAQ
NMRA,"Neumora Therapeutics, Inc. - Common Stock",NASDAQ
NMRK,"Newmark Group, Inc. - Class A Common Stock",NASDAQ
NMTC,NeuroOne Medical Technologies Corporation - Common Stock,NASDAQ
NN,NextNav Inc. - Common stock,NASDAQ
NNAVW,NextNav Inc. - Warrant,NASDAQ
NNBR,"NN, Inc. - Common Stock",NASDAQ
NNDM,Nano Dimension Ltd. - American Depositary Shares,NASDAQ
NNE,Nano Nuclear Energy Inc. - common stock,NASDAQ
NNNN,Anbio Biotechnology - Class A Ordinary Shares,NASDAQ
NNOX,NANO-X IMAGING LTD - Ordinary Shares,NASDAQ
NODK,"NI Holdings, Inc. - Common Stock",NASDAQ
NOEM,CO2 Energy Transition Corp. - Common Stock,NASDAQ
NOEMR,CO2 Energy Transition Corp. - Right,NASDAQ
NOEMU,CO2 Energy Transition Corp. - Unit,NASDAQ
NOEMW,CO2 Energy Transition Corp. - Warrant,NASDAQ
NOMA,NOMADAR Corp. - Class A Common Stock,NASDAQ
NOTV,"Inotiv, Inc. - Common Stock",NASDAQ
NOVT,Novanta Inc. - Common Shares,NASDAQ
NOVTU,Novanta Inc. - Tangible Equity Units,NASDAQ
NOWL,GraniteShares 2x Long NOW Daily ETF,NASDAQ
NPAC,New Providence Acquisition Corp. III - Ordinary Shares,NASDAQ
NPACU,New Providence Acquisition Corp. III - Units,NASDAQ
NPACW,New Providence Acquisition Corp. III - Warrants,NASDAQ
NPCE,"Neuropace, Inc. - Common Stock",NASDAQ
NPFI,Nuveen Preferred and Income ETF,NASDAQ
NPT,Texxon Holding Limited - Ordinary shares,NASDAQ
NRC,National Research Corporation - Common Stock,NASDAQ
NRDS,"NerdWallet, Inc. - Class A Common Stock",NASDAQ
NRES,Xtrackers RREEF Global Natural Resources ETF,NASDAQ
NRIM,Northrim BanCorp Inc - Common Stock,NASDAQ
NRIX,"Nurix Therapeutics, Inc. - Common stock",NASDAQ
NRSN,NeuroSense Therapeutics Ltd. - Ordinary Shares,NASDAQ
NRSNW,NeuroSense Therapeutics Ltd. - Warrant,NASDAQ
NRXP,"NRX Pharmaceuticals, Inc. - Common Stock",NASDAQ
NRXPW,"NRX Pharmaceuticals, Inc. - Warrant",NASDAQ
NSCR,Nuveen Sustainable Core ETF,NASDAQ
NSI,National Security Emerging Markets Index ETF,NASDAQ
NSIT,"Insight Enterprises, Inc. - Common Stock",NASDAQ
NSPR,InspireMD Inc. - Common Stock,NASDAQ
NSSC,"NAPCO Security Technologies, Inc. - Common Stock",NASDAQ
NSTS,"NSTS Bancorp, Inc. - Common Stock",NASDAQ
NSYS,Nortech Systems Incorporated - Common Stock,NASDAQ
NTAP,"NetApp, Inc. - Common Stock",NASDAQ
NTCL,NETCLASS TECHNOLOGY INC - Class A Ordinary Shares,NASDAQ
NTCT,"NetScout Systems, Inc. - Common Stock",NASDAQ
NTES,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",NASDAQ
NTGR,"NETGEAR, Inc. - Common Stock",NASDAQ
NTHI,"NeOnc Technologies Holdings, Inc. - Common Stock",NASDAQ
NTIC,Northern Technologies International Corporation - Common Stock,NASDAQ
NTLA,"Intellia Therapeutics, Inc. - Common Stock",NASDAQ
NTNX,"Nutanix, Inc. - Class A Common Stock",NASDAQ
NTRA,"Natera, Inc. - Common Stock",NASDAQ
NTRB,Nutriband Inc. - Common Stock,NASDAQ
NTRBW,Nutriband Inc. - Warrant,NASDAQ
NTRP,"NextTrip, Inc. - Common Stock",NASDAQ
NTRS,Northern Trust Corporation - Common Stock,NASDAQ
NTRSO,"Northern Trust Corporation - Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",NASDAQ
NTSK,"Netskope, Inc. - Class A Common Stock",NASDAQ
NTWK,NETSOL Technologies Inc. - Common Stock,NASDAQ
NTWO,Newbury Street II Acquisition Corp - Class A Ordinary Shares,NASDAQ
NTWOU,Newbury Street II Acquisition Corp - Unit,NASDAQ
NTWOW,Newbury Street II Acquisition Corp - Warrant,NASDAQ
NUAI,"New Era Energy & Digital, Inc. - Common Stock",NASDAQ
NUAIW,"New Era Energy & Digital, Inc. - Warrants",NASDAQ
NUCL,Eagle Nuclear Energy Corp. - Common stock,NASDAQ
NUCLW,Eagle Nuclear Energy Corp. - Warrants,NASDAQ
NUG,Leverage Shares 2X Long NU Daily ETF,NASDAQ
NUGY,GraniteShares YieldBOOST Gold Miners ETF,NASDAQ
NUSB,Nuveen Ultra Short Income ETF,NASDAQ
NUTR,Nusatrip Incorporated - Common Stock,NASDAQ
NUTX,Nutex Health Inc. - Common Stock,NASDAQ
NUVL,"Nuvalent, Inc. - Class A Common Stock",NASDAQ
NUWE,"Nuwellis, Inc. - Common Stock",NASDAQ
NVA,Nova Minerals Limited - American Depositary Shares,NASDAQ
NVAWW,Nova Minerals Limited - Warrant,NASDAQ
NVAX,"Novavax, Inc. - Common Stock",NASDAQ
NVCR,NovoCure Limited - Ordinary Shares,NASDAQ
NVCT,"Nuvectis Pharma, Inc. - Common Stock",NASDAQ
NVD,GraniteShares 2x Short NVDA Daily ETF,NASDAQ
NVDA,NVIDIA Corporation - Common Stock,NASDAQ
NVDD,Direxion Daily NVDA Bear 1X ETF,NASDAQ
NVDG,Leverage Shares 2X Long NVDA Daily ETF,NASDAQ
NVDL,GraniteShares 2x Long NVDA Daily ETF,NASDAQ
NVDS,Tradr 1.5X Short NVDA Daily ETF,NASDAQ
NVDU,Direxion Daily NVDA Bull 2X ETF,NASDAQ
NVEC,NVE Corporation - Common Stock,NASDAQ
NVMI,Nova Ltd. - Ordinary Shares,NASDAQ
NVNI,Nvni Group Limited - Ordinary Shares,NASDAQ
NVNIW,Nvni Group Limited - Warrants,NASDAQ
NVNO,enVVeno Medical Corporation - Common Stock,NASDAQ
NVTS,Navitas Semiconductor Corporation - Common Stock,NASDAQ
NVVE,Nuvve Holding Corp. - Common Stock,NASDAQ
NVX,NOVONIX Limited - American Depository Shares,NASDAQ
NVYY,GraniteShares YieldBOOST NVDA ETF,NASDAQ
NWBI,"Northwest Bancshares, Inc. - Common Stock",NASDAQ
NWE,"NorthWestern Energy Group, Inc.  - Common Stock",NASDAQ
NWFL,Norwood Financial Corp. - Common Stock,NASDAQ
NWGL,CL Workshop Group Limited - American Depositary Shares,NASDAQ
NWL,Newell Brands Inc. - Common Stock,NASDAQ
NWPX,"NWPX Infrastructure, Inc. - Common Stock",NASDAQ
NWS,News Corporation - Class B Common Stock,NASDAQ
NWSA,News Corporation - Class A Common Stock,NASDAQ
NWTG,"Newton Golf Company, Inc. - Common Stock",NASDAQ
NXGL,"NexGel, Inc - Common Stock",NASDAQ
NXGLW,"NexGel, Inc - Warrant",NASDAQ
NXL,"Nexalin Technology, Inc. - Common Stock",NASDAQ
NXPI,NXP Semiconductors N.V. - Common Stock,NASDAQ
NXPL,NextPlat Corp - Common Stock,NASDAQ
NXPLW,NextPlat Corp - Warrants,NASDAQ
NXST,"Nexstar Media Group, Inc. - Common Stock",NASDAQ
NXT,Nextpower Inc. - Class A Common Stock,NASDAQ
NXTC,"NextCure, Inc. - Common Stock",NASDAQ
NXTG,First Trust Indxx NextG ETF,NASDAQ
NXTS,Nexentis Technologies Inc. - Common Stock,NASDAQ
NXTT,Next Technology Holding Inc. - Ordinary Shares,NASDAQ
NXXT,"NextNRG, Inc. - Common Stock",NASDAQ
NYAX,Nayax Ltd. - Ordinary Shares,NASDAQ
NYXH,Nyxoah SA - Ordinary Shares,NASDAQ
NZAC,State Street SPDR MSCI ACWI Climate Paris Aligned ETF,NASDAQ
NZUS,State Street SPDR MSCI USA Climate Paris Aligned ETF,NASDAQ
OABI,"OmniAb, Inc. - Common Stock",NASDAQ
OABIW,"OmniAb, Inc. - Warrant",NASDAQ
OACC,Oaktree Acquisition Corp. III Life Sciences - Class A Ordinary Share,NASDAQ
OACCU,Oaktree Acquisition Corp. III Life Sciences - Unit,NASDAQ
OACCW,Oaktree Acquisition Corp. III Life Sciences - Warrant,NASDAQ
OBA,Oxley Bridge Acquisition Limited - Class A Ordinary Shares,NASDAQ
OBAI,"Our Bond, Inc. - Common Stock",NASDAQ
OBAWU,Oxley Bridge Acquisition Limited - Unit,NASDAQ
OBAWW,Oxley Bridge Acquisition Limited - Warrants,NASDAQ
OBIL,US Treasury 12 Month Bill ETF,NASDAQ
OBIO,"Orchestra BioMed Holdings, Inc. - Ordinary Shares",NASDAQ
OBT,"Orange County Bancorp, Inc. - Common Stock",NASDAQ
OBTC,Osprey Bitcoin Trust,NASDAQ
OCC,Optical Cable Corporation - Common Stock,NASDAQ
OCCI,"OFS Credit Company, Inc. - Closed End Fund",NASDAQ
OCCIM,"OFS Credit Company, Inc. - 7.875% Series F Term Preferred Stock",NASDAQ
OCCIN,"OFS Credit Company, Inc. - 5.25% Series E Term Preferred Stock Due 2026",NASDAQ
OCCIO,"OFS Credit Company, Inc. - 6.125% Series C Term Preferred Stock",NASDAQ
OCFC,OceanFirst Financial Corp. - Common Stock,NASDAQ
OCG,Oriental Culture Holding LTD - Ordinary Shares,NASDAQ
OCGN,"Ocugen, Inc. - Common Stock",NASDAQ
OCS,Oculis Holding AG - Ordinary shares,NASDAQ
OCSAW,Oculis Holding AG - Warrants,NASDAQ
OCSL,Oaktree Specialty Lending Corporation - Closed End Fund,NASDAQ
OCUL,"Ocular Therapeutix, Inc. - Common Stock",NASDAQ
ODD,ODDITY Tech Ltd. - Class A Ordinary Shares,NASDAQ
ODDS,Pacer BlueStar Digital Entertainment ETF,NASDAQ
ODFL,"Old Dominion Freight Line, Inc. - Common Stock",NASDAQ
ODTE,VegaShares SPX NDX RTY Premium Income ETF,NASDAQ
ODVWZ,Osisko Development Corp. - Warrant,NASDAQ
ODYS,Odysight.ai Inc. - Common Stock,NASDAQ
OESX,"Orion Energy Systems, Inc. - Common Stock",NASDAQ
OFAL,OFA Group - Class A Ordinary Shares,NASDAQ
OFIX,Orthofix Medical Inc.  - Common Stock,NASDAQ
OFLX,"Omega Flex, Inc. - Common Stock",NASDAQ
OFS,OFS Capital Corporation - Closed End Fund,NASDAQ
OFSSH,OFS Capital Corporation - 4.95% Notes due 2028,NASDAQ
OFSSO,OFS Capital Corporation - 7.50% Notes due 2028,NASDAQ
OGI,Organigram Global Inc. - Common Shares,NASDAQ
OIM,OneIM Acquisition Corp. - Class A Ordinary Shares,NASDAQ
OIMAU,OneIM Acquisition Corp. - Units,NASDAQ
OIMAW,OneIM Acquisition Corp. - Warrant,NASDAQ
OIO,OIO Group - Ordinary Shares,NASDAQ
OIOWW,OIO Group - Warrants,NASDAQ
OKLL,Defiance Daily Target 2x Long OKLO ETF,NASDAQ
OKTA,"Okta, Inc. - Class A Common Stock",NASDAQ
OKTG,Leverage Shares 2X Long OKTA Daily ETF,NASDAQ
OKUR,"OnKure Therapeutics, Inc. - Class A Common Stock",NASDAQ
OKYO,OKYO Pharma Limited - Ordinary Shares,NASDAQ
OLB,"The OLB Group, Inc. - Common Stock",NASDAQ
OLED,Universal Display Corporation - Common Stock,NASDAQ
OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Stock",NASDAQ
OLMA,"Olema Pharmaceuticals, Inc. - Common Stock",NASDAQ
OLOX,Olenox Industries Inc. - Common Stock,NASDAQ
OLPX,"Olaplex Holdings, Inc. - Common Stock",NASDAQ
OM,"Outset Medical, Inc. - Common Stock",NASDAQ
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,NASDAQ
OMCL,"Omnicell, Inc. - Common Stock",NASDAQ
OMDA,"Omada Health, Inc. - Common Stock",NASDAQ
OMER,Omeros Corporation - Common Stock,NASDAQ
OMEX,"Odyssey Marine Exploration, Inc. - Common Stock",NASDAQ
OMH,Ohmyhome Limited - Class A Ordinary Shares,NASDAQ
OMSE,OMS Energy Technologies Inc. - Ordinary Shares,NASDAQ
ON,ON Semiconductor Corporation - Common Stock,NASDAQ
ONB,Old National Bancorp - Common Stock,NASDAQ
ONBPO,"Old National Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Preferred Stock",NASDAQ
ONBPP,"Old National Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series A Preferred Stock",NASDAQ
ONC,BeOne Medicines Ltd. - American Depositary Shares,NASDAQ
ONCH,1RT Acquisition Corp. - Class A Ordinary Share,NASDAQ
ONCHU,1RT Acquisition Corp. - Units,NASDAQ
ONCHW,1RT Acquisition Corp. - Warrant,NASDAQ
ONCO,"Onconetix, Inc.  - Common Stock",NASDAQ
ONCY,Oncolytics Biotech Inc. - Common Stock,NASDAQ
ONDG,Leverage Shares 2X Long ONDS Daily ETF,NASDAQ
ONDS,Ondas Inc - Common Stock,NASDAQ
ONEG,OneConstruction Group Limited - Ordinary Shares,NASDAQ
